Rating,Title,Date,Verified Purchase,Body,Helpful Votes
5.0,I love this shampoo,"March 19, 2015",Yes,"I love this shampoo. But that's not important. My precious long and short haired Dachshunds seem to enjoy because the lather feels good to them and the formula rinses off easily. Doesn't stick to their coat. Reasonably priced. Don't need much to get the job done. Leaves their sensitive skin feeling much less irritated and their coat has more luster. Easy to take a brush to, no tangles. Has a subtle fragrance but not per-fumy. Will continue to use. Would recommend.",1
5.0,"Great product, great company","August 15, 2016",Yes,"Okay, so these tablets didn't work out for my cats only because my fussy kitties refused to eat them, but I'm still rating 5 stars because the quality is excellent...I also have to credit the company for its dedication to their product and customer service -- they definitely stand out.  And, true to the 100% Satisfaction Guarantee my  purchase was refunded and email exchanges were very pleasant..(Although I'd rather have had my cats eat the tablets.)..So, if you're on the fence about purchasing because you're not sure your pet will like the taste, you can at least feel comfortable knowing the company does stand behind their product.",6
4.0,Nice tool.,"August 26, 2017",Yes,"I really like how these work on my Parson Terrier, and the 2 sizes are great, but the button to clean the blades doesn't really do much so I need to clean them by hand thus I'm taking off one star.",1
5.0,Excellent!!!,"July 15, 2017",Yes,"Received it and immediately used it on our dog. Let me say it was exactly as advertised. I removed so much dead hair, that I was shocked. No discomfort to our dog while using it. This is a pet lovers must have.",1
5.0,I didn't think this was possible but I could brush his chest/stomach as he stood and the dander fell like snow! Never mind vacuu,"June 27, 2016",Yes,So I am raising my 4th golden retriever in my life now. I have never had one with any skin or coat issues. This guy has always shed double the amount of my other dogs. I know you thinking its a retriever they all shed. This one is different. His coat is shiny already and soft. The bigger problem was dander. I didn't think this was possible but I could brush his chest/stomach as he stood and the dander fell like snow! Never mind vacuuming! That had to be every other day! I tried bathing more often and not as often long story short after 3wks now I do not have to brush him every other day anymore. Also the dander has stopped!  His underside seemed worse but anytime you moved his hair apart you could see the skin flaking everyday of every month. The 1st 6-9months he didn't but he did shed a lot. I would def buy this product for coat and skin issues!,0
3.0,Perhaps best for smaller dogs?,"May 14, 2018",Yes,"It works.. sorta. I have two large German Shepherd and once I go over 2 brush strokes, I have to empty the hair out. This makes the process long and tedious. I need a brush which holds more hair, and I can do more than 2 brush strokes before having to clean it.",0
1.0,Smell is not nice.,"December 26, 2015",Yes,I will be returning.  Smell was off-putting and product did not leave dogs hair as soft as other products.  Smell is not nice.,5
3.0,"short teeth, but a good deshedder","January 17, 2018",Yes,"this has very short teeth - we have a beagle and it does okay, but I think a longer tooth deshedding brush would have worked better for our little guy",1
5.0,My boxer eats these tablets like treats,"November 19, 2015",Yes,"My vet wanted my boxer on omega's due to a kidney issue. I tried many different omega capsules, even from the vet, mixing the oil into his food. He just doesn't like anything fishy. During my search I found these tablets and they just work for him. What a relief to find something that I don't have to struggle to get down. Fast shipping, well made product, would recommend to others.",1
5.0,Adorable imprinted paw prints on the sides,"March 19, 2016",Yes,"Received and was pleasantly surprised by the durability and secure rubber ""no skid"" bottom ring. Attractive shiny stainless steel which our shelter rescue immediately approached &amp; drank her water.  No introduction period needed as was ""ok-ed"" by ""the sniff test"" and immediately used. Adorable imprinted paw prints on the sides. Pleased with this purchase, although the size is larger than expected. But that was our call; nothing to do with the product itself. Would recommend.",1
2.0,No weight to them,"October 23, 2017",Yes,Very cheap and light . Not the best . Good for traveling tho,2
5.0,i have the glove and the shedding blade but this works 10 times better!!,"July 22, 2017",Yes,WOW!.i have the glove and the shedding blade but this works 10 times better!!!..I have a German Shepherd and this gets down to his undercoat great! both layers are combed through and easy to use and it has a push button to release the hair,1
4.0,Omega 3 tablet my kiddos actually eat without hesitation!,"October 25, 2015",Yes,"I rate it a four because I have not used it long enough to see a difference in my dogs; however, I can say that despite the tablets not being my preferred 'soft chew' for my dogs, my dogs eat them without hesitation.  Unlike other capsule Omega 3's that I have to hide in cheese or the liquid forms that my kiddos just will not eat, they don't hesitate to eat the Thunderpaws tablets...Also, Thundarpaws customer service is beyond exceptional in my experience.  I am optimistic that I will see a difference in my kiddos skin, cost and overall well being!",0
