,article_title
521,"chinese leaders promise tax cuts, help for entrepreneurs"
522,"spacex launches air force’s best gps yet, ends banner year"
523,"police: lsu player kills man trying to rob him, teammate"
524,"‘aquaman’ outswims ‘poppins,’ ‘bumblebee’ with $67.4m debut"
525,turkey opens probe of actors’ alleged tv insults of erdogan
526,digital detox: resorts offer perks for handing over phones
527,china’s huawei faces new setbacks in europe’s telecom market
528,china’s legislature takes up law to ban forced tech transfer
529,ex-‘teen mom 2’ star faces charges over truck towing
530,high security in barcelona following u.s. terror warning
531,more than 1.6m sign petition to sue france over climate
532,"official: trump agrees to visit turkey in 2019, no date set"
533,ex-disney actor charged with 6 counts in underage sex case
534,james sorry for posting rapper’s ‘jewish money’ lyric
535,"delta flight from beijing to seattle lands on alaskan island due to engine issue, alaska public media reports"
536,"doctors, rescuers work in tsunami-struck indonesian areas"
537,california’s brown orders new dna testing in old murder case
538,"trump pick for acting defense secretary brings a knack for complex issues honed at uw, boeing"
539,thailand’s legislature legalizes medical use of marijuana
540,israeli anti-drone company sees spike in interest
541,‘below deck’ reality series cast member arrested in florida
542,trump offers holiday greetings to u.s. troops: ‘we love what you do’
543,"trump: ‘nothing new’ on shutdown, ‘need border security’"
544,russian biathlon champion in doping scandal retires
545,bad headlines for trump also means rough stretch for hannity
546,israel to allow medical marijuana exports
547,"oliver hardy was terrifying, inspiring for john c. reilly"
548,a star-making role for joanna kulig in ‘cold war’
549,tiny salamanders could complicate shasta dam project
550,japan says it will leave iwc to resume commercial whaling
551,ghosn’s detention puts japan justice system under microscope
552,japan court oks 10-day detention for nissan’s ex-chair ghosn
553,south korea fines bmw $10 million over several engine fires
554,"asian shares mixed on us partial shutdown, wall street slump"
555,koreas hold groundbreaking ceremony for railway project
556,asian markets slip on fears of us slowdown
557,chances look slim for ending government shutdown soon
558,legal marijuana industry had banner year in 2018
559,how fox’s 25 seasons of doing nfl has changed the game
560,Inter Milan fan dies after clashes with Napoli supporters
561,Official: Russian weapon 27 times faster than speed of sound
562,BevMo warns of customer credit card data breach
563,Strangling death of UW research monkey prompts federal warning; activist calls for stiffer punishment
564,Arizona man finds magic moments in TV show on uncle Houdini
565,Trump administration seeks to dismiss cities’ ACA lawsuit
566,Magnitude 4.9 aftershock strikes near site of Alaska quake
567,RUSADA’s chief appeals to Putin over doping data
568,"Defying pundits, GOP share of Latino vote steady under Trump"
569,‘The Voice’ finale helps NBC to weekly ratings win
570,Federal workers face creditors and landlords as shutdown continues
571,Nationwide internet outage affects CenturyLink
572,Nielsen’s top programs for Dec. 17-23
573,"Army looks for a few good robots, sparks industry battle"
574,"Report: Actor Frank Adonis, known for ‘Goodfellas,’ has died"
575,"Presley’s ‘Comeback Special’ still relevant, 50 years later"
576,EPA proposes easing regulation of mercury from coal plants
577,"Santa, romance and horror? ‘Bird Box’ bucks holiday trend"
578,"Santa, romance and horror? ‘Bird Box’ bucks holiday trend"
579,Murkowski to revive bill meant to help Native American women
580,"UK honors cave rescue divers, Twiggy, Monty Python’s Palin"
581,Hoyer says House will not seat a North Carolina Republican amid questions about integrity of election
582,indonesia widens exclusion zone around island volcano
583,satellite images show collapse of indonesian island volcano
584,Pluto explorer ushering in new year at more distant world
585,Gray wolf arrives at New Mexico  zoo for recovery program
586,Frenchman trying to cross Atlantic in barrel capsule
587,"Nancy Grace Roman, involved with Hubble telescope, dies"
588,Weather hampers efforts to inspect Indonesia tsunami volcano
589,AP-NORC Poll: Most support gene editing to protect babies
590,Anak Krakatau volcano now a quarter of its pre-eruption size
591,"japanese stocks rally, asia mixed after wall street rebound"
592,china ex-deputy intelligence chief given life sentence
593,Elon Musk asks judge to toss diver’s lawsuit in Thai dustup
594,North Korea ‘Singapore shops’ reveal familiar sanction gaps
595,"Japan falls, other Asian stocks gain after Wall Street rally"
596,Oregon hotel fires 2 employees who ‘mistreated’ black man
597,Congo opens polls for long-delayed presidential election
598,Bali volcano shoots new burst of ash; flights unaffected
599,Professor names beetle species after ‘Game of Thrones’
600,"Lopsided games, schedule drag down CFP television ratings"
601,"‘Aquaman’ still rules, and others see a post-Christmas bump"
602,Verizon reaches deal to continue carrying Disney channels
603,Dinnage pulls out of Premier League chief executive role
604,Buccaneers fire coach Dirk Koetter after 3 seasons
605,Court reportedly extends detention for Nissan ex-chair Ghosn
606,Jets fire coach Todd Bowles after 4 seasons with no playoffs
607,Rooms near 50th anniversary Woodstock venue are a hot ticket
608,NYC pharmacies can’t sell cigarettes starting Jan. 1
609,"On last day as defense secretary, Jim Mattis quotes Lincoln, takes veiled swipe at Trump"
610,"NASA spacecraft hurtles toward tiny, icy world beyond Pluto"
611,US stocks snap higher on hopes of US-China trade resolution
612,Coast Guard Academy: Government shutdown hurting operations
613,Louis C.K. mocks Parkland students in audio of stand-up set
614,Kalaupapa leprosy settlement trail in Hawaii closed after landslide
615,"For Democrats, the race to 2020 will be unlike any seen in modern times"
616,"NASA spacecraft enters orbit around asteroid, sets records"
617,5.0 magnitude earthquake rattles Alaska
618,"ACA mandate gone, but a few states still require coverage"
619,"Newspaper: Atlanta Falcons owner, 3rd wife getting divorce"
620,Trump tells America to chill out and ‘ENJOY THE RIDE’ in 2019
621,scandal and justice: #metoo reached the sports world in 2018
622,"ap top sports story of ’18: nassar abuse, gymnastics turmoil"
623,wrestler’s attorney suggests haircut due to ref’s tardiness
624,the half-dozen times sports made you smile in 2018
625,avid football fan battling cancer gets trip to disney world
626,serena voted ap female athlete of the year for 5th time
627,Family of wrestler who cut dreads won’t seek legal action
628,He promised: LeBron James is the AP’s male athlete of 2018
629,Slovenia’s Kosi airlifted off downhill course after crash
630,Most memorable games of 2018 required working overtime
631,"Sports mourns 1960s touchstones: Mikita, Taylor, McCovey"
632,Former player charged with contempt in attempted murder case
633,"Ode to Sports: Bosox, Bama rise; gymnasts stand tall"
634,AP PHOTOS: A selection of pictures from the past week
635,"Lawrence lights up Notre Dame, No. 2 Clemson cruises 30-3"
636,Clemson routs Notre Dame 30-3 in Cotton Bowl to advance to national championship game against Alabama-Oklahoma winner
637,Top-ranked Alabama beats No. 4 Oklahoma 45-34 in Orange Bowl to set up national championship game against No. 2 Clemson
638,"Odd offerings in sports in 2018: weird science, camels, soup"
639,Purdue fan who inspired many with fight against cancer dies
640,"The Army, in need of recruits, turns focus to Seattle, other liberal-leaning cities"
641,Ex-USC coach Tony Bland to plead guilty in corruption case
642,Study finds that Vermont is top state for inbound moves
643,Study finds that Vermont is top state for inbound moves
644,Security concerns prompt closing of online applications for Alaska Permanent Fund
645,Rhinos won’t be punished at zoo where girl fell into exhibit
646,Campaign aims to raise awareness of child sex trafficking
647,learning to love robots
648,tijuana’s migrants are running their own asylum process
649,the friendship that made google huge
650,syria’s last bastion of freedom
651,the gilets jaunes and a surprise crisis in france
652,the crowds that came to see george h. w. bush at the capitol rotunda
653,
654,"robyn talks with david remnick, and claire mccaskill gives an exit interview"
655,"in mexico, lópez obrador takes power—and the difficult dance with trump begins"
656,smaller democracies grapple with the threat of russian interference
657,kelly slater’s shock wave
658,michael bennett’s political football
